lat,lon,swing
33.295,-93.2325,348
33.3,-117.35,113
33.3,-81.0306,305
33.3003,-111.0972,341
33.3042,-94.1728,356
33.3075,-104.5083,361
33.3111,-92.485,352
33.3169,-79.3228,302
33.3217,-108.8794,328
33.3264,-86.7561,327
33.3328,-83.6975,325
33.3369,-112.1472,373
33.3433,-103.6783,355
33.3497,-107.6492,322
33.3503,-105.14,304
33.355,-81.3278,312
33.3592,-91.06,362
33.3614,-93.5675,352
33.3619,-79.2239,279
33.3631,-81.3292,300
33.3633,-84.5658,328
33.3644,-81.9633,321
33.3658,-97.012200000000007,381
33.3678,-105.6611,301
33.3733,-98.7664,376
33.3761,-112.5828,371
33.3767,-110.7711,366
33.3781,-116.84,317
33.38,-104.5419,349
33.3814,-112.07,335
33.3867,-97.7164,363
33.3953,-87.0078,341
33.4028,-82.6222,328
33.4044,-110.87,355
33.405,-118.4158,141
33.4164,-86.135,338
33.4192,-111.6444,366
33.4203,-112.86,377
33.4258,-111.9217,336
33.4278,-112.0039,369
33.4311,-90.9108,373
33.4367,-94.0772,359
33.4392,-117.1903,186
33.4408,-79.5672,293
33.4489,-112.0825,355
33.4517,-90.5097,366
33.4522,-84.0678,350
33.4528,-87.3572,345
33.4536,-94.0075,358
33.4539,-99.6158,373
33.4544,-84.8178,324
33.4561,-101.0925,359
33.4594,-104.4042,363
33.4617,-80.8581,317
33.4625,-111.4814,363
33.4669,-82.0386,322
33.4678,-88.3847,351
33.4692,-88.7822,348
33.4783,-109.7517,350
33.4792,-100.8761,365
33.4797,-94.6175,354
33.4825,-90.9853,369
33.4847,-89.6244,338
33.4886,-80.8733,313
33.4925,-81.6958,334
33.4964,-90.0867,353
33.4992,-112.3631,378
33.5133,-103.3403,352
33.5183,-79.0922,297
33.5311,-105.5947,325
33.5311,-84.3544,349
33.5319,-117.5525,183
33.5453,-117.7814,105
33.55,-102.3758,363
33.5511,-97.8472,368
33.5544,-111.4425,370
33.5575,-111.5358,351
33.5597,-91.385,380
33.5619,-82.3389,322
33.5628,-89.2358,348
33.5636,-83.0767,337
33.5656,-86.745,337
33.5714,-116.0767,343
33.5722,-86.0572,334
33.5872,-85.8556,332
33.59,-92.8236,354
33.5947,-98.6117,382
33.595,-112.3014,367
33.5972,-85.0806,330
33.5972,-83.8436,340
33.6025,-117.8803,71
33.6028,-111.7131,376
33.6044,-92.0997,353
33.6131,-114.5972,384
33.6133,-114.4706,375
33.6164,-95.0717,355
33.6186,-114.7142,381
33.6228,-111.9106,357
33.6267,-116.1594,333
33.6267,-100.3369,378
33.63,-84.4417,336
33.6308,-105.8964,359
33.6325,-99.2897,390
33.6361,-91.7556,356
33.6392,-109.3278,286
33.6403,-96.1661,369
33.6461,-97.0592,373
33.6464,-79.9906,310
33.6483,-85.6006,333
33.6517,-101.245,357
33.6542,-101.8136,360
33.6617,-115.7206,352
33.6631,-82.1897,342
33.665,-114.2272,394
33.6667,-117.7333,155
33.6692,-117.3319,298
33.6731,-111.1508,399
33.6744,-95.5586,384
33.6775,-79.8283,311
33.6789,-79.3808,301
33.68,-117.8664,110
33.6847,-87.8214,348
33.6883,-112.0817,371
33.6906,-86.685,340
33.695,-80.2364,335
33.7,-117.8333,133
33.7025,-117.7539,149
33.7033,-96.6419,372
33.7044,-115.6289,356
33.7086,-116.2153,331
33.7089,-93.5561,359
33.7156,-117.19,287
33.7158,-108.7769,320
33.7192,-102.7597,353
33.72,-117.7231,187
33.7264,-82.7058,333
33.7275,-111.8606,337
33.7367,-90.7444,384
33.7378,-115.3925,382
33.7381,-116.8939,280
33.7392,-88.1275,349
33.7442,-117.8667,124
33.7478,-112.5983,381
33.7542,-99.1442,400
33.7544,-78.8219,294
33.7569,-99.8617,395
33.7572,-116.7067,285
33.7589,-90.2103,368
33.7608,-89.8136,349
33.7667,-93.9167,345
33.7775,-81.8467,345
33.7792,-84.5214,333
33.7836,-83.3897,339
33.7869,-116.9583,287
33.7942,-90.7128,378
33.8017,-118.3411,105
33.8017,-81.2744,315
33.8044,-106.8908,369
33.8083,-100.2981,385
33.8083,-79.8567,322
33.8089,-115.4508,367
33.8089,-80.9019,313
33.8097,-111.6497,361
33.8103,-91.2778,373
33.8117,-118.1464,137
33.8117,-78.7239,291
33.8128,-98.2003,388
33.8161,-111.9019,365
33.8167,-96.5667,385
33.8203,-93.3878,363
33.8214,-109.9839,318
33.8225,-108.9417,313
33.8228,-92.3989,358
33.8275,-116.5097,352
33.8281,-116.5053,357
33.83,-88.5214,354
33.8314,-79.0558,302
33.84,-101.8581,339
33.8472,-97.6528,378
33.8492,-109.1469,304
33.8533,-84.5783,290
33.8556,-111.3064,387
33.8586,-89.3158,345
33.8642,-79.7297,312
33.8647,-117.8425,149
33.8706,-83.1136,339
33.8719,-117.9789,146
33.8722,-83.5358,346
33.875,-84.3022,346
33.8761,-97.1642,373
33.8847,-91.5317,362
33.89,-117.8189,161
33.9,-105,331
33.9,-80.5206,304
33.9047,-87.3153,348
33.9111,-87.8475,349
33.9114,-106.3494,368
33.915,-102.3275,356
33.9153,-92.8267,368
33.9153,-91.7711,360
33.9167,-82.15,346
33.9228,-118.3342,94
33.9236,-82.1439,347
33.9275,-83.7261,340
33.9278,-89.0083,357
33.9283,-78.3894,302
33.9286,-116.9814,308
33.9294,-93.8583,363
33.9336,-94.8278,357
33.9364,-80.3569,324
33.9381,-118.3889,87
33.9403,-103.6572,357
33.9431,-114.0242,396
33.9433,-113.1875,360
33.9478,-86.4692,344
33.9481,-83.3275,342
33.9486,-81.1186,330
33.9511,-117.3881,242
33.9519,-117.4386,239
33.9539,-92.2019,362
33.9544,-102.7783,359
33.9558,-102.7739,356
33.9664,-83.2911,322
33.9669,-117.3614,241
33.9706,-80.9958,330
33.9753,-117.6361,237
33.9786,-98.4928,394
33.9792,-112.7403,352
33.9825,-112.3617,337
33.9831,-81.0167,331
33.985,-101.3339,378
33.9881,-84.7475,348
33.9947,-78.0078,291
33.9978,-81.7747,355
34,-96.3686,371
34.0039,-90.0681,363
34.0053,-118.4136,119
34.0067,-100.2989,385
34.0075,-118.4997,55
34.0103,-78.545,297
34.0158,-118.4514,88
34.0192,-118.1053,163
34.0211,-95.8722,366
34.0211,-95.5381,372
34.0219,-109.4519,317
34.0219,-85.9878,355
34.025,-100.8172,371
34.025,-91.3444,362
34.0347,-78.8825,311
34.0464,-94.3481,359
34.0497,-94.7381,365
34.05,-94.4008,358
34.0511,-118.2353,138
34.0528,-117.1894,260
34.0561,-117.6003,250
34.0589,-85.2339,347
34.0628,-79.7556,318
34.0675,-86.7917,351
34.0697,-118.4428,93
34.075,-107.6211,340
34.0783,-93.7019,356
34.0817,-117.7658,204
34.0828,-106.8831,366
34.0869,-118.4794,151
34.0906,-82.5883,344
34.0919,-96.7708,385
34.0967,-87.9914,361
34.0989,-110.9442,327
34.1,-105.6833,349
34.1014,-84.3506,343
34.1061,-118.1,170
34.1122,-99.743,398
34.1128,-103.1667,361
34.1142,-109.8589,337
34.1167,-119.1167,71
34.1167,-109.9333,335
34.1167,-95.0833,373
34.1175,-83.3045,348
34.1206,-115.85,404
34.1231,-84.8486,348
34.1242,-109.9219,340
34.1281,-116.0369,384
34.131100000000004,-109.275,320
34.1333,-94.7,371
34.1344,-117.2539,264
34.1381,-88.9983,361
34.1406,-82.855,336
34.1419,-80.87,332
34.1425,-77.8789,308
34.1433,-93.0589,358
34.1469,-116.2747,370
34.1472,-115.1219,396
34.1481,-118.1444,199
34.1492,-105.6975,358
34.15,-85.6847,362
34.1508,-105.0044,353
34.1517,-99.3256,395
34.1547,-114.2897,374
34.1583,-89.6311,353
34.165,-84.73,349
34.1653,-79.3875,330
34.1736,-86.8133,352
34.1742,-103.3519,353
34.1742,-92.5947,362
34.1747,-97.9964,380
34.175,-91.9347,374
34.1772,-97.1617,378
34.1797,-102.1356,354
34.1819,-118.8986,178
34.1819,-118.5744,248.5
34.1853,-79.7239,321
34.1864,-90.5572,381
34.1892,-101.7022,370
34.1925,-86.7972,354
34.1942,-81.415,331
34.1944,-79.2472,329
34.1953,-86.7964,348
34.1981,-119.1753,70
34.1981,-101.7461,371
34.1997,-82.1711,345
34.2006,-118.3575,175
34.2008,-119.2069,68
34.2042,-84.7925,348
34.2044,-90.2908,385
34.2044,-88.72,371
34.2067,-119.1375,80
34.2097,-118.4892,221
34.2097,-112.3453,352
34.2167,-119.0833,97
34.2169,-80.2392,332
34.2183,-81.0731,339
34.2192,-102.7328,366
34.2208,-95.615,371
34.2256,-92.0189,373
34.2281,-113.5778,394
34.2289,-84.1275,343
34.2308,-118.0711,278
34.2314,-87.6353,360
34.2325,-111.3447,352
34.2331,-97.4203,388
34.2428,-80.6564,322
34.2442,-116.9039,319
34.2447,-118.525,216
34.2447,-86.9586,342
34.2453,-85.1514,343
34.2467,-117.1883,349
34.2486,-82.1592,341
34.2553,-87.1814,356
34.2594,-106.0931,366
34.2614,-88.4569,361
34.2622,-88.7714,367
34.2625,-83.4894,343
34.2639,-110.0075,361
34.265,-88.7658,367
34.2675,-77.8997,298
34.2719,-83.8303,342
34.2742,-96.4139,378
34.2761,-99.7578,393
34.285,-85.9622,346
34.2878,-85.9681,358
34.29,-93.06,382
34.2903,-114.1708,392
34.2931,-81.3181,344
34.2933,-79.74,332
34.2978,-81.6236,344
34.3006,-83.86,339
34.3011,-79.8767,326
34.3019,-92.3914,371
34.305,-112.165,351
34.3061,-89.9806,371
34.3094,-95.8672,384
34.3119,-119.1331,110
34.3208,-77.9206,304
34.3222,-111.4533,340
34.3328,-84.4703,336
34.3336,-86.3156,352
34.3344,-86.3297,363
34.3347,-86.3294,360
34.3389,-82.8342,345
34.3447,-108.4922,356
34.3475,-80.8353,337
34.3478,-85.1611,355
34.3494,-111.6981,381
34.3519,-82.93,336
34.3558,-106.8858,391
34.3603,-98.3006,401
34.3617,-117.6386,335
34.3622,-98.9761,408
34.3653,-102.0903,363
34.3667,-86.8833,370
34.3703,-91.1242,378
34.3725,-89.5308,366
34.3739,-81.0928,346
34.385,-94.8981,360
34.3861,-99.02,412
34.3903,-79.0022,320
34.3925,-110.5581,343
34.3933,-118.5939,287
34.3942,-104.2503,362
34.3947,-92.8364,372
34.395,-80.0486,341
34.3956,-100.8972,370
34.3961,-89.7903,390
34.3983,-96.14,381
34.3992,-78.3158,304
34.4031,-104.6128,352
34.4092,-79.3564,330
34.4094,-78.7914,324
34.4142,-119.8797,91
34.4167,-119.6844,91
34.4219,-106.8325,396
34.4225,-98.6497,419
34.4258,-119.8425,92
34.4272,-100.2831,384
34.4278,-103.625,358
34.4289,-103.1992,367
34.4386,-100.2183,390
34.4406,-85.7236,353
34.4417,-83.5161,324
34.4478,-119.2275,203
34.4478,-77.5739,304
34.45,-114.3667,417
34.4536,-87.7103,354
34.4547,-85.39,353
34.4581,-78.1094,314
34.4619,-93.9983,354
34.4667,-104.2319,343
34.4678,-94.6428,365
34.47,-112.8881,346
34.4722,-101.3006,367
34.4744,-91.4172,389
34.4758,-84.4461,344
34.4833,-84.9667,361
34.4883,-87.2989,356
34.4931,-107.8883,370
34.4978,-82.7097,345
34.4989,-82.0219,350
34.5,-110.3333,377
34.5011,-97.9592,383
34.5019,-96.9717,383
34.5028,-117.8944,363
34.5031,-114.3603,418
34.5081,-110.0839,369
34.51,-87.7319,364
34.5128,-93.0486,389
34.5172,-109.4028,377
34.5181,-83.5286,332
34.5183,-109.3792,385
34.5208,-106.2606,378
34.5211,-90.59,389
34.5269,-101.8392,375
34.5283,-82.6606,346
34.5292,-83.99,325
34.5322,-77.8639,310
34.535,-117.3058,366
34.5367,-80.5972,332
34.54,-110.9153,360
34.5408,-93.5878,368
34.5467,-93.5781,374
34.5528,-86.445,361
34.5569,-86.9503,339
34.5583,-98.4172,402
34.5653,-85.6172,346
34.5667,-85.6128,359
34.5675,-92.6006,364
34.5697,-93.1947,374
34.5706,-112.4322,343
34.5731,-94.2494,363
34.5786,-83.3319,333
34.5825,-119.9817,230
34.5858,-102.312,376
34.5858,-83.7658,331
34.5883,-118.0939,355
34.5892,-117.6303,378
34.5903,-99.3344,405
34.5972,-113.1739,354
34.5989,-103.2161,373
34.6008,-96.3131,387
34.6033,-104.3811,375
34.6033,-91.9928,372
34.6044,-78.6481,318
34.6053,-81.6628,343
34.6058,-82.7297,335
34.6081,-79.0592,332
34.6097,-98.4572,406
34.6106,-111.8381,375
34.6108,-111.1922,345
34.6147,-95.2803,371
34.6153,-105.4739,394
34.6158,-83.5428,340
34.6189,-89.1911,369
34.6242,-106.3103,375
34.6269,-79.025,333
34.6294,-118.0836,359
34.6314,-89.9592,380
34.6344,-88.5622,366
34.635,-81.5206,343
34.64,-102.7231,366
34.6417,-111.7831,362
34.6439,-86.7861,364
34.6489,-79.6822,336
34.6517,-112.4208,349
34.6522,-101.4969,380
34.6525,-86.9453,370
34.6528,-108.6764,369
34.6531,-82.4872,348
34.6539,-120.4514,82
34.6603,-87.3461,361
34.6603,-82.8236,348
34.6611,-78.0456,307
34.6639,-85.3203,359
34.6647,-83.7342,295
34.6719,-82.8864,340
34.6736,-86.0536,360
34.68,-91.2208,393
34.6808,-99.8136,409
34.6833,-77.0333,283
34.6847,-81.1958,347
34.6908,-86.8825,375
34.6942,-85.9997,355
34.6989,-89.8214,371
34.6997,-83.7261,336
34.6997,-76.7381,301
34.7,-77.3833,306
34.705,-118.4242,342
34.7056,-79.5683,336
34.7061,-113.6136,373
34.72,-77.9778,314
34.7253,-97.2814,394
34.7261,-100.5372,394
34.7272,-92.2389,387
34.7281,-90.3683,395
34.7289,-80.0389,330
34.7319,-79.8833,336
34.7325,-98.7125,401
34.7336,-76.7358,281
34.7336,-76.6606,289
34.7392,-90.7664,395
34.7411,-118.2117,361
34.7411,-88.9381,382
34.7433,-111.4139,348
34.7436,-118.7242,331
34.7442,-87.5997,369
34.7483,-83.0842,341
34.7508,-79.4664,341
34.7522,-112.1114,380
34.7569,-112.4567,366
34.7589,-84.765,354
34.7606,-80.3728,334
34.7633,-88.1958,365
34.7675,-114.6189,408
34.7675,-106.7611,383
34.77,-84.887200000000007,359
34.7706,-112.0264,378
34.7728,-87.64,367
34.7753,-86.9508,361
34.78,-103.7492,373
34.7864,-96.685,385
34.7889,-87.5394,358
34.7917,-79.3661,335
34.7961,-92.8417,372
34.7967,-77.4008,309
34.7975,-83.2675,318
34.7994,-109.885,397
34.8078,-119.0114,323
34.8083,-98.0233,395
34.8161,-89.9853,385
34.8172,-102.4003,383
34.8219,-89.4347,375
34.8222,-89.4347,362
34.8242,-106.0344,385
34.8261,-97.6386,395
34.8358,-77.3031,302
34.8364,-92.2619,392
34.8422,-100.2103,394
34.8461,-82.3461,360
34.8536,-116.7858,401
34.8544,-83.9444,326
34.8619,-83.4064,323
34.8775,-114.1344,397
34.8792,-88.6178,379
34.8814,-82.7189,345
34.8822,-95.7831,383
34.8822,-91.2153,392
34.8831,-82.2203,345
34.8847,-99.2964,414
34.8872,-79.6922,345
34.8911,-99.5017,408
34.8928,-117.0219,387
34.8956,-111.7644,360
34.8992,-94.1942,380
34.8994,-120.4486,85
34.9,-76.8833,301
34.9039,-103.4428,374
34.9047,-83.4128,295
34.9078,-81.9139,333
34.9092,-87.2747,371
34.9094,-110.1544,399
34.9203,-85.2711,357
34.925,-77.5114,326
34.9281,-112.8097,356
34.9319,-105.5872,374
34.9325,-100.8903,391
34.9358,-104.6805,350
34.9364,-111.6392,346
34.9381,-81.0317,345
34.9386,-81.225,363
34.9417,-94.7039,378
34.943600000000004,-115.5469,359
34.9444,-82.9464,328
34.9456,-119.6828,308
34.9536,-89.8297,381
34.9553,-93.1594,387
34.9589,-111.7553,341
34.9603,-80.0772,348
34.9611,-95.1711,386
34.9772,-91.4978,401
34.9786,-85.8008,367
34.9797,-80.5233,346
34.9806,-101.9264,380
34.9817,-92.0064,380
34.9831,-83.0678,300
34.9833,-76.3,318
34.9858,-97.3842,404
34.9869,-81.0575,356
34.9869,-79.2189,338
34.9881,-120.3211,144
34.9883,-117.8647,380
34.9894,-99.0525,423
34.9914,-78.8803,337
34.9939,-84.3758,344
35.0028,-105.6628,382
35.0103,-85.3447,356
35.0128,-106.045,387
35.0128,-78.0044,335
35.0169,-80.6206,352
35.0197,-82.6925,340
35.0217,-106.6939,381
35.0247,-78.2758,338
35.0264,-90.7347,402
35.0281,-110.7208,412
35.0311,-85.2014,367
35.0317,-81.4928,337
35.0381,-108.3492,377
35.0419,-106.6156,402
35.0464,-107.3736,382
35.0489,-97.9158,404
35.0492,-118.1619,361
35.0533,-83.825,318
35.0539,-94.6264,386
35.0558,-77.0858,308
35.0564,-89.9864,385
35.0567,-96.3861,404
35.0567,-83.1983,329
35.0583,-78.8583,338
35.0592,-83.4314,321
35.0619,-98.1989,400
35.0678,-77.0481,315
35.0681,-109.7689,389
35.07,-104.2575,371
35.0706,-108.8389,382
35.0711,-89.4117,372
35.0761,-89.743,381
35.0781,-89.6653,387
35.0833,-92.4294,390
35.0883,-107.5178,382
35.0931,-93.9258,391
35.0961,-84.0239,341
35.1011,-118.4222,321
35.1072,-82.6256,318
35.1075,-75.9872,315
35.1086,-103.3283,371
35.11,-101.3619,381
35.1108,-81.9675,348
35.1131,-89.2122,382
35.115,-82.9567,285
35.1153,-89.9925,389
35.1161,-93.6506,398
35.1167,-81.9667,349
35.1183,-97.67,397
35.1242,-90.1805,393
35.1297,-89.8036,388
35.131100000000004,-76.9153,312
35.131100000000004,-76.8161,307
35.1333,-118.45,312
35.1344,-106.4878,406
35.135,-90.2344,395
35.1392,-106.7108,397
35.1411,-114.5686,428
35.1442,-111.6664,360
35.1447,-94.9669,379
35.15,-86.5411,367
35.1503,-119.43,369
35.1525,-88.3214,376
35.1581,-92.7672,394
35.1597,-120.6831,63
35.1611,-111.7311,349
35.1647,-88.5994,380
35.1664,-107.8992,384
35.1692,-114.5806,423
35.1706,-111.5067,367
35.1739,-79.0089,339
35.1756,-98.5794,414
35.1767,-105.9439,396
35.1803,-86.0925,352
35.1803,-83.3928,328
35.1811,-97.4378,394
35.1822,-103.6031,382
35.1842,-105.0569,351
35.1842,-87.0422,373
35.1858,-79.6772,351
35.1867,-102.0797,376
35.1931,-95.5903,393
35.1967,-81.1558,346
35.1967,-77.5433,332
35.2,-114.0167,378
35.2006,-103.6867,375
35.2014,-83.8386,331
35.2028,-95.8897,385
35.2028,-85.9172,385
35.2058,-82.2517,340
35.2094,-92.4453,394
35.21,-99.12,414
35.2106,-106.3656,379
35.215,-100.2503,396
35.2164,-99.8628,402
35.2167,-75.7167,285
35.2203,-84.7981,362
35.2236,-80.9553,347
35.2239,-109.3222,395
35.2244,-85.8417,362
35.2283,-82.7358,316
35.23,-111.8214,347
35.2317,-96.6531,399
35.2325,-75.6219,294
35.2333,-101.7089,381
35.2342,-93.1675,388
35.2353,-92.3619,388
35.2361,-100.5922,370
35.2372,-120.6414,133
35.2406,-112.1903,344
35.2436,-87.3508,366
35.2489,-106.595,395
35.2522,-106.6347,412
35.2539,-91.1892,403
35.2547,-90.7964,402
35.2578,-113.9331,386
35.2578,-93.0947,386
35.2622,-88.9892,377
35.2653,-81.9311,353
35.2656,-81.1433,347
35.2667,-105.3572,378
35.2681,-111.7428,353
35.2683,-91.7164,403
35.2719,-82.6475,321
35.2761,-116.0628,434
35.2775,-102.4633,384
35.2803,-85.2414,368
35.2836,-106.6194,430
35.2897,-85.4736,356
35.2928,-95.4322,390
35.2947,-113.3664,366
35.2975,-77.5722,318
35.2983,-86.3631,381
35.3,-108.1472,386
35.3028,-93.6369,393
35.3039,-120.665,139
35.3042,-87.7592,372
35.3044,-106.4969,416
35.3044,-83.8114,323
35.3117,-83.1747,334
35.3125,-81.9889,347
35.3144,-81.5336,351
35.3247,-78.6881,340
35.3297,-82.4492,335
35.3322,-112.8797,366
35.3331,-94.3625,394
35.3364,-108.4447,370
35.3444,-77.9647,340
35.3447,-89.8733,395
35.3453,-86.2089,363
35.36,-103.4433,380
35.3672,-120.8456,53
35.3675,-84.2997,358
35.3683,-85.7014,364
35.3692,-117.6525,399
35.3694,-111.5436,377
35.3872,-76.7764,326
35.3886,-106.5439,412
35.3889,-97.6006,403
35.3925,-99.5064,404
35.3992,-80.1994,345
35.4047,-119.4731,367
35.4072,-104.1906,380
35.4111,-80.5833,355
35.4139,-101.3417,400
35.4139,-86.8086,387
35.4167,-108.2333,382
35.4186,-119.0508,357
35.4186,-82.5567,326
35.4253,-96.3033,395
35.4267,-82.5575,342
35.4286,-83.4383,333
35.4319,-82.5375,335
35.4322,-84.5833,368
35.4344,-119.0542,362
35.4442,-88.7244,389
35.4478,-83.9389,343
35.45,-82.4833,313
35.4564,-93.4425,398
35.4572,-94.8047,393
35.4583,-91.0561,404
35.4592,-115.5311,392
35.4606,-81.3289,344
35.4661,-114.9217,404
35.4717,-84.9947,375
35.4814,-95.2039,408
35.4833,-93.8167,393
35.4833,-93.45,388
35.4867,-82.9683,321
35.4922,-86.4775,374
35.4944,-82.6142,324
35.5014,-98.9772,424
35.5044,-82.5967,346
35.505,-96.9772,393
35.5125,-93.8683,409
35.5144,-108.7939,399
35.5158,-86.0875,368
35.5164,-78.3458,348
35.5167,-82.85,321
35.52,-98.6986,423
35.5206,-91.9997,392
35.5247,-111.3703,432
35.5261,-83.3089,338
35.5283,-108.703,411
35.5297,-104.0936,369
35.5303,-102.2564,373
35.5325,-90.6872,399
35.5328,-93.4036,396
35.5342,-97.6469,407
35.5347,-79.0464,342
35.5358,-76.312,324
35.5392,-86.2283,346
35.5406,-82.6531,342
35.5453,-82.6986,329
35.5489,-105.6886,353
35.5489,-97.9553,415
35.5497,-89.7,402
35.55,-109.7,415
35.5544,-100.9736,395
35.5553,-77.0722,326
35.5567,-87.5414,369
35.5572,-87.2019,392
35.5678,-105.2131,335
35.5731,-76.5847,323
35.5733,-82.385,321
35.585,-99.3953,409
35.5892,-119.3519,380
35.5894,-89.2586,394
35.5931,-88.9167,390
35.5953,-82.5567,348
35.5981,-85.1936,361
35.6,-95.05,392
35.6008,-105.9322,395
35.6022,-103.3644,376
35.6031,-83.7781,321
35.6042,-91.2744,413
35.6047,-87.8408,373
35.6072,-82.3594,333
35.6083,-88.12,372
35.6169,-109.1244,382
35.6169,-106.0889,409
35.6194,-105.9753,394
35.62,-103.0072,373
35.6214,-88.8456,392
35.6239,-96.025,387
35.6256,-99.9106,401
35.6278,-120.6856,279
35.6306,-98.3217,409
35.6364,-101.4542,393
35.6375,-83.0956,315
35.6386,-87.0872,381
35.6392,-85.3586,360
35.6394,-84.665,379
35.64,-77.3983,340
35.6408,-78.4633,347
35.6414,-106.3322,404
35.6467,-88.3975,387
35.6494,-94.1542,386
35.6514,-117.8214,389
35.6542,-105.1419,345
35.655,-83.4411,290
35.6558,-88.0064,371
35.6567,-95.3614,396
35.6575,-109.0614,393
35.6631,-82.0292,343
35.6697,-120.6283,308
35.6722,-85.7811,357
35.6764,-84.8547,362
35.6808,-78.9158,350
35.6831,-102.33,399
35.6836,-80.4822,353
35.6842,-121.1683,162
35.6872,-90.0964,412
35.6875,-117.6931,396
35.6878,-83.5369,339
35.6939,-77.9456,351
35.695,-101.395,399
35.6967,-80.6228,355
35.7,-100.6436,404
35.7044,-79.8378,344
35.7047,-101.5492,398
35.7047,-86.4869,379
35.7061,-96.88,396
35.7103,-88.8225,397
35.7108,-76.1269,328
35.7136,-88.5608,375
35.7164,-109.5661,408
35.7178,-89.4986,397
35.7192,-78.7878,352
35.7197,-86.9653,383
35.7269,-118.7006,300
35.7286,-86.6436,383
35.7294,-78.6839,335
35.7297,-81.6728,356
35.7425,-81.3819,352
35.7425,-78.8369,349
35.7522,-87.7958,372
35.7553,-112.3375,408
35.7553,-87.4261,365
35.7586,-82.2711,297
35.76,-91.6389,407
35.7606,-79.4622,352
35.7636,-117.3908,423
35.7742,-86.9233,392
35.7742,-83.0981,350
35.7781,-95.3339,401
35.7783,-106.6872,384
35.7831,-118.4389,341
35.7875,-84.262200000000007,374
35.7944,-78.6989,354
35.7978,-89.1175,404
35.7992,-107.1814,422
35.8022,-103.9439,372
35.8036,-82.6658,355
35.8092,-85.6417,366
35.81,-80.8808,357
35.8111,-110.1917,403
35.8161,-97.395,411
35.8167,-104.9244,337
35.8181,-83.9858,375
35.82,-91.7811,400
35.8272,-93.2044,370
35.8292,-96.3917,390
35.8297,-82.1769,315
35.8306,-91.7944,400
35.8311,-90.6464,415
35.8317,-87.4219,368
35.8375,-86.0894,377
35.8386,-115.4278,447
35.8439,-80.4972,351
35.8444,-92.0978,397
35.8458,-80.2597,351
35.8489,-90.6589,415
35.8517,-97.4142,418
35.8528,-84.705,375
35.8528,-77.0306,337
35.855,-77.8931,360
35.8575,-84.5278,385
35.8578,-98.4139,420
35.8583,-106.5214,344
35.8583,-97.9294,424
35.8644,-106.3214,384
35.8667,-95.2333,409
35.8686,-114.6611,426
35.8722,-76.6592,327
35.8731,-101.9725,398
35.8742,-103.1819,387
35.8783,-102.385,386
35.8819,-83.9572,375
35.8833,-111.4,439
35.8847,-77.5386,350
35.8917,-105.4481,300
35.8922,-78.7819,354
35.895,-82.8311,357
35.8953,-94.6486,388
35.9028,-103.5272,365
35.9067,-85.475,360
35.9086,-79.0794,356
35.9092,-100.3883,407
35.9106,-86.5578,382
35.915,-81.5378,353
35.9156,-92.6394,386
35.9172,-75.7,320
35.9203,-86.3728,383
35.9225,-81.1717,360
35.9239,-89.9044,419
35.9247,-107.4656,416
35.9289,-91.0583,414
35.9297,-83.5983,375
35.9325,-82.0019,333
35.9328,-88.7267,398
35.9333,-79.0642,354
35.9369,-94.9644,383
35.9403,-89.8308,411
35.9417,-86.8686,385
35.9419,-85.7892,377
35.9422,-104.2014,363
35.9461,-112.1547,384
35.9478,-106.7469,359
35.95,-96.2833,406
35.9508,-85.0814,362
35.9672,-79.9722,351
35.9675,-95.3739,390
35.9675,-88.0458,376
35.9689,-87.1364,393
35.9706,-79.0931,348
35.9717,-116.2708,412
35.98,-114.8464,425
35.9803,-96.7758,404
35.9808,-78.6528,358
35.9833,-95.8833,402
35.9833,-83.2008,362
35.9903,-86.7786,387
35.9914,-92.7147,383
35.9989,-106.0589,396
36.0003,-89.41,402
36.0028,-88.4253,396
36.0028,-84.2486,379
36.0042,-119.96,369
36.0072,-102.6133,384
36.0086,-93.5206,393
36.0097,-94.1694,386
36.01,-114.7964,436
36.0106,-106.9683,393
36.0139,-85.1344,358
36.0147,-85.1311,380
36.0164,-76.5517,334
36.0167,-102.55,388
36.0183,-114.0681,434
36.0236,-84.2375,380
36.0286,-107.9106,422
36.03,-114.3289,462
36.0336,-90.4978,413
36.0381,-98.9592,422
36.0394,-95.9844,410
36.0425,-78.9625,347
36.0467,-79.4769,357
36.0469,-115.1847,429
36.0519,-88.0828,380
36.0528,-112.1503,380
36.0603,-79.4481,360
36.0606,-102.5211,399
36.0608,-86.9064,382
36.0617,-98.59,432
36.0639,-79.3831,378
36.065,-86.4175,394
36.0678,-119.02,361
36.068600000000004,-115.4603,398
36.07,-93.7522,380
36.0717,-91.6169,407
36.0719,-115.1633,428
36.075,-87.3958,375
36.0825,-87.8347,386
36.0828,-85.8261,387
36.0908,-106.0567,394
36.0942,-97.835,441
36.0956,-81.8311,317
36.0967,-86.1397,385
36.0969,-79.9433,360
36.0975,-119.5817,386
36.1006,-94.1744,388
36.1014,-87.2847,364
36.1028,-78.3039,355
36.1033,-87.1153,383
36.1056,-82.8436,367
36.1075,-85.5033,374
36.1092,-92.1636,393
36.1142,-87.7419,393
36.1167,-89.2667,404
36.1175,-97.095,407
36.1181,-97.0914,412
36.1189,-86.6892,388
36.1217,-98.315,419
36.1222,-83.4739,372
36.1261,-89.7,412
36.1306,-111.2436,432
36.1306,-80.5481,361
